area,topic,category,sub_category,provider_type,metric,period_type,data_year,value,bound,source,source_tab,source_origin,release_date,is_latest
Medicare,Utilization,Part A,Total,,payments,CY,2020,187400000000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part A,Inpatient Hospital,,persons_served,CY,2020,5400000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part A,Inpatient Hospital,,payments,CY,2020,130199999999.99998,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part A,Skilled Nursing Facility,,persons_served,CY,2020,1500000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part A,Skilled Nursing Facility,,payments,CY,2020,28600000000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part A,Home Health Agency,,persons_served,CY,2020,1400000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part A,Home Health Agency,,payments,CY,2020,6300000000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part A,Hospice,,persons_served,CY,2020,1700000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part A,Hospice,,payments,CY,2020,22400000000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part B,Total,,persons_served,CY,2020,32700000.000000004,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part B,Total,,payments,CY,2020,192200000000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part B,Physician/DME,,persons_served,CY,2020,32200000.000000004,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part B,Physician/DME,,payments,CY,2020,106500000000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part B,Outpatient,,persons_served,CY,2020,23300000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part B,Outpatient,,payments,CY,2020,74800000000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part B,Home Health Agency,,persons_served,CY,2020,1800000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part B,Home Health Agency,,payments,CY,2020,10800000000,,CMSFastFactsAug2022.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2022-08-01,FALSE
Medicare,Utilization,Part D,Total,,persons_served,CY,2020,46200000,,CMSFastFactsAug2022.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicare,Utilization,Part D,Total,,rx_events,CY,2020,1500000000,,CMSFastFactsAug2022.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicare,Utilization,Part D,Total,,payments,CY,2020,105800000000,,CMSFastFactsAug2022.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicare,Utilization,Part D,Benefit Payments,,payments,CY,2020,104600000000,,CMSFastFactsAug2022.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
Medicare,Utilization,Part D,Administrative Expenses,,payments,CY,2020,400000000,,CMSFastFactsAug2022.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2022-08-01,FALSE
National,NHE,National Health Expenditures,Total,,expenditures,CY,2020,4124000000000,,CMSFastFactsAug2022.xlsx,NHE,CMS/Office of the Actuary,2022-08-01,FALSE
National,NHE,National Health Expenditures,% of GDP,,pct_gdp,CY,2020,0.197,,CMSFastFactsAug2022.xlsx,NHE,CMS/Office of the Actuary,2022-08-01,FALSE
National,NHE,National Health Expenditures,Per Capita,,per_capita,CY,2020,12530,,CMSFastFactsAug2022.xlsx,NHE,CMS/Office of the Actuary,2022-08-01,FALSE
National,NHE,Health Insurance,Private Health Insurance,,expenditures,CY,2020,1151400000000,,CMSFastFactsAug2022.xlsx,NHE,CMS/Office of the Actuary,2022-08-01,FALSE
CMS,NHE,Health Insurance,Medicare,,expenditures,CY,2020,829500000000,,CMSFastFactsAug2022.xlsx,NHE,CMS/Office of the Actuary,2022-08-01,FALSE
CMS,NHE,Health Insurance,Medicaid,,expenditures,CY,2020,671200000000,,CMSFastFactsAug2022.xlsx,NHE,CMS/Office of the Actuary,2022-08-01,FALSE
CMS,NHE,Health Insurance,CHIP,,expenditures,CY,2020,21300000000,,CMSFastFactsAug2022.xlsx,NHE,CMS/Office of the Actuary,2022-08-01,FALSE
Federal,NHE,Health Insurance,Department of Defense,,expenditures,CY,2020,43800000000,,CMSFastFactsAug2022.xlsx,NHE,CMS/Office of the Actuary,2022-08-01,FALSE
Federal,NHE,Health Insurance,Department of Veterans Affairs,,expenditures,CY,2020,92200000000,,CMSFastFactsAug2022.xlsx,NHE,CMS/Office of the Actuary,2022-08-01,FALSE
CMS,Financial,Federal Program Spending,Medicare Benefits,,expenditures,FY,2021,903000000,,CMSFastFactsAug2022.xlsx,CMS Financial Data,CMS/Office of Financial Management,2022-08-01,FALSE
CMS,Financial,Federal Program Spending,Total Medicaid,,expenditures,FY,2021,532100000,,CMSFastFactsAug2022.xlsx,CMS Financial Data,CMS/Office of Financial Management,2022-08-01,FALSE
CMS,Financial,Federal Program Spending,CHIP,,expenditures,FY,2021,16100000.000000002,,CMSFastFactsAug2022.xlsx,CMS Financial Data,CMS/Office of Financial Management,2022-08-01,FALSE
CMS,Financial,Federal Program Spending,Other Spending,,expenditures,FY,2021,12100000,,CMSFastFactsAug2022.xlsx,CMS Financial Data,CMS/Office of Financial Management,2022-08-01,FALSE
CMS,Financial,Program Management,Total Appropriation,,expenditures,FY,2021,4478000000,,CMSFastFactsAug2022.xlsx,CMS Financial Data,CMS/Office of Financial Management,2022-08-01,FALSE
CMS,Financial,Program Management,Other Sources,,expenditures,FY,2021,2537000000,,CMSFastFactsAug2022.xlsx,CMS Financial Data,CMS/Office of Financial Management,2022-08-01,FALSE
CMS,Financial,Fraud,Total Health Care Fraud & Abuse Control Funding,,expenditures,FY,2021,2222400000,,CMSFastFactsAug2022.xlsx,CMS Financial Data,CMS/Office of Financial Management,2022-08-01,FALSE
CMS,Staffing,FTE Employment,,,count,FY,2021,6287,,CMSFastFactsAug2022.xlsx,CMS Financial Data,CMS/Office of Financial Management,2022-08-01,FALSE
Medicare,Enrollment,Parts A and/or B,Total,,enrollment,CY,2020,62800000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicare,Enrollment,Parts A and/or B,Aged,,enrollment,CY,2020,54500000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicare,Enrollment,Parts A and/or B,Disabled,,enrollment,CY,2020,8300000.000000001,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicare,Enrollment,Parts A and/or B,Original Medicare Enrollment,,enrollment,CY,2020,37800000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicare,Enrollment,Parts A and/or B,MA & Other Health Plan Enrollment,,enrollment,CY,2020,25100000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicare,Enrollment,Parts A and/or B,MA Enrollment,,enrollment,CY,2020,24400000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicare,Enrollment,Part D,Total,,enrollment,CY,2020,47400000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Total,,enrollment,FY,2020,72700000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Dual Eligible,,enrollment,FY,2020,8000000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Children,,enrollment,FY,2020,35700000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicaid & CHIP,Enrollment,Medicaid & CHIP,Medicaid Expansion Adults,,enrollment,FY,2020,18700000,,CMSFastFactsOct2023_508.xlsx,Populations,CMS/Office of Enterprise Data & Analytics/Centers for Medicaid and CHIP Services,2023-10-01,FALSE
Medicare,Utilization,Total (A and/or B),Total,,persons_served,CY,2021,33299999.999999996,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Total (A and/or B),Total,,payments,CY,2021,396100000000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Total,,persons_served,CY,2021,6700000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Total,,payments,CY,2021,187700000000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Inpatient Hospital,,persons_served,CY,2021,5100000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Inpatient Hospital,,payments,CY,2021,131300000000.00002,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Skilled Nursing Facility,,persons_served,CY,2021,1400000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Skilled Nursing Facility,,payments,CY,2021,27200000000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Home Health Agency,,persons_served,CY,2021,1300000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Home Health Agency,,payments,CY,2021,6100000000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Hospice,,persons_served,CY,2021,1700000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part A,Hospice,,payments,CY,2021,23100000000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part B,Total,,persons_served,CY,2021,32700000.000000004,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part B,Total,,payments,CY,2021,208400000000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part B,Physician/DME,,persons_served,CY,2021,32100000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part B,Physician/DME,,payments,CY,2021,117400000000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part B,Outpatient,,persons_served,CY,2021,23900000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part B,Outpatient,,payments,CY,2021,80300000000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part B,Home Health Agency,,persons_served,CY,2021,1800000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part B,Home Health Agency,,payments,CY,2021,10800000000,,CMSFastFactsOct2023_508.xlsx,Medicare Utilization,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Utilization,Part D,Total,,persons_served,CY,2021,47600000,,CMSFastFactsOct2023_508.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2023-10-01,FALSE
Medicare,Utilization,Part D,Total,,rx_events,CY,2021,1500000000,,CMSFastFactsOct2023_508.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2023-10-01,FALSE
Medicare,Utilization,Part D,Total,,payments,CY,2021,104900000000,,CMSFastFactsOct2023_508.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2023-10-01,FALSE
Medicare,Utilization,Part D,Benefit Payments,,payments,CY,2021,104400000000,,CMSFastFactsOct2023_508.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2023-10-01,FALSE
Medicare,Utilization,Part D,Administrative Expenses,,payments,CY,2021,500000000,,CMSFastFactsOct2023_508.xlsx,Medicare Part D,CMS/Office of Enterprise Data & Analytics/Office of the Actuary,2023-10-01,FALSE
Medicare,Providers,Total Providers,,Institutional,count,CY,2021,374021,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Hospitals,Short Stay,Institutional,count,CY,2021,3506,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Hospitals,Psychiatric,Institutional,count,CY,2021,622,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Hospitals,Rehabilitation,Institutional,count,CY,2021,332,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Hospitals,Children's,Institutional,count,CY,2021,91,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Hospitals,Long Term,Institutional,count,CY,2021,344,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Hospitals,Critical Access,Institutional,count,CY,2021,1358,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Hospitals,Religious Non-Medical,Institutional,count,CY,2021,13,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Home Health Agencies,,Institutional,count,CY,2021,11353,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Skilled Nursing Facilities,,Institutional,count,CY,2021,14908,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Labs,,Institutional,count,CY,2021,311775,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Outpatient PT/Speech Pathology,,Institutional,count,CY,2021,2023,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Rural Health Clinics,,Institutional,count,CY,2021,5009,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Federally Qualified Health Centers,,Institutional,count,CY,2021,10509,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Ambulatory Surgical Centers,,Institutional,count,CY,2021,6055,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Comprehensive Outpatient Rehab Facilities,,Institutional,count,CY,2021,157,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Hospices,,Institutional,count,CY,2021,5966,,CMSFastFactsOct2023_508.xlsx,Institutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Total Providers,,Non-Institutional,count,CY,2021,1444008,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Primary Care,,Non-Institutional,count,CY,2021,222065,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Medical Specialties,,Non-Institutional,count,CY,2021,180247,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Surgical Specialties,,Non-Institutional,count,CY,2021,111724,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Emergency Medicine,,Non-Institutional,count,CY,2021,50660,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Anesthesiology,,Non-Institutional,count,CY,2021,43493,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Radiology,,Non-Institutional,count,CY,2021,40085,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Obstetrics-Gynecology,,Non-Institutional,count,CY,2021,35323,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Psychiatry,,Non-Institutional,count,CY,2021,27631,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Pathology,,Non-Institutional,count,CY,2021,12585,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Non-Physician Practitioners,,Non-Institutional,count,CY,2021,548738,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
Medicare,Providers,Limited Licensed Practitioners,,Non-Institutional,count,CY,2021,104412,,CMSFastFactsOct2023_508.xlsx,NonInstitutional Providers,CMS/Office of Enterprise Data & Analytics,2023-10-01,FALSE
